Manufacturer,Model,Efficiency Rating,Noise Rating,Total Score,Relative Performance,Average Efficiency [%],Average Efficiency (20-80W) [%],Efficiency 2% [%],Avg Noise Output [dB(A)],Report Date,Report_links,Report
KBM! Gaming,FN650,BRONZE,Standard,62.3572,65.70,84.385,80.358,66.732,43.18,2024-11-25,['https://www.cybenetics.com/evaluations/psus/2644/'],
KBM! Gaming,FN750,GOLD,A-,82.8395,87.28,88.564,73.505,53.707,26.20,2024-11-25,['https://www.cybenetics.com/evaluations/psus/2648/'],
KBM! Gaming,FN850,GOLD,Standard++,83.4281,87.90,88.832,76.527,56.755,30.12,2024-11-25,['https://www.cybenetics.com/evaluations/psus/2647/'],
Kinpower,KP750GΜ,PLATINUM,A-,74.0643,78.03,89.101,83.563,69.308,29.41,2024-02-26,['https://www.cybenetics.com/evaluations/psus/2387/'],
Kinpower,PS 1200PM Gaming Power,GOLD,Standard+,79.7074,83.98,88.434,74.900,70.092,35.67,2024-09-17,['https://www.cybenetics.com/evaluations/psus/2571/'],
Kinpower,PS1000GM,GOLD,Standard++,69.7081,73.45,88.923,82.567,74.002,33.44,2023-07-06,['https://www.cybenetics.com/evaluations/psus/2206/'],
Kinpower,PS650B,BRONZE,Standard+,74.6260,78.63,84.041,78.043,69.785,39.63,2024-04-30,['https://www.cybenetics.com/evaluations/psus/2453/'],
Kinpower,PS850GM,PLATINUM,Standard++,72.3786,76.26,89.142,81.400,64.410,30.54,2023-06-29,['https://www.cybenetics.com/evaluations/psus/2203/'],
Kiss Quiet,Silent G3 850W,GOLD,Standard++,67.8492,71.49,88.915,74.869,-,34.54,2025-01-03,['https://www.cybenetics.com/evaluations/psus/2698/'],
Kolink,Continuum 1050W,PLATINUM,Standard++,71.9718,75.83,90.029,75.839,-,31.64,2018-09-25,['https://www.cybenetics.com/evaluations/psus/182/'],
Kolink,Continuum 1200W,PLATINUM,Standard++,71.1760,74.99,89.743,76.054,-,30.22,2018-07-14,['https://www.cybenetics.com/evaluations/psus/141/'],
Kolink,Continuum 1200W (#2),PLATINUM,Standard++,74.0285,78.00,89.668,74.030,-,32.96,2018-09-23,['https://www.cybenetics.com/evaluations/psus/181/'],
Kolink,Continuum 1500W,PLATINUM,Standard,79.8270,84.11,90.081,73.186,-,43.73,2018-12-17,['https://www.cybenetics.com/evaluations/psus/252/'],
Kolink,Continuum 850W,PLATINUM,A-,78.0798,82.27,90.135,78.380,-,29.88,2018-04-22,['https://www.cybenetics.com/evaluations/psus/359/'],
Kolink,Enclave 500W,GOLD,A,71.4074,75.24,88.409,79.028,52.396,24.82,2019-06-24,['https://www.cybenetics.com/evaluations/psus/743/'],
Kolink,Enclave 500W (#2),GOLD,A-,74.6194,78.62,88.654,79.045,52.344,28.05,2020-02-28,['https://www.cybenetics.com/evaluations/psus/1613/'],
Kolink,Enclave 600W,GOLD,A,71.0256,74.83,88.686,78.763,56.837,22.32,2019-06-14,['https://www.cybenetics.com/evaluations/psus/742/'],
Kolink,Enclave 700W,GOLD,A,80.5207,84.84,88.970,77.191,58.362,21.60,2019-05-08,['https://www.cybenetics.com/evaluations/psus/789/'],
Lian Li,EDGE 1000,PLATINUM,A-,85.7126,90.31,89.150,79.978,68.889,25.06,2024-03-29,['https://www.cybenetics.com/evaluations/psus/2400/'],
Lian Li,EDGE 1300,PLATINUM,Standard++,86.9881,91.65,89.595,79.784,73.670,34.21,2024-05-24,['https://www.cybenetics.com/evaluations/psus/2454/'],
Lian Li,EDGE 850,PLATINUM,A-,85.8153,90.42,89.555,81.313,69.232,25.82,2024-05-29,['https://www.cybenetics.com/evaluations/psus/2458/'],
Lian Li,EG0750G,GOLD,A++,82.7385,87.17,88.271,80.536,-,14.27,2024-12-30,['https://www.cybenetics.com/evaluations/psus/2697/'],
Lian Li,EG0750G (Sample 2),GOLD,A+,81.5565,85.93,88.463,80.807,-,15.40,2025-02-20,['https://www.cybenetics.com/evaluations/psus/2748/'],
Lian Li,EG0850G,GOLD,A+,81.1657,85.52,88.489,80.430,-,19.05,2024-12-24,['https://www.cybenetics.com/evaluations/psus/2692/'],
Lian Li,EG1000G,PLATINUM,A+,83.5030,87.98,89.305,80.217,-,18.96,2024-12-20,['https://www.cybenetics.com/evaluations/psus/2688/'],
Lian Li,EG1200G,PLATINUM,A,85.7040,90.30,88.998,79.582,-,24.33,2024-12-18,['https://www.cybenetics.com/evaluations/psus/2683/'],
Lian Li,PE-750,PLATINUM,Standard++,76.1690,80.25,91.218,84.921,-,30.21,2018-04-22,['https://www.cybenetics.com/evaluations/psus/361/'],
Lian Li,SP750,PLATINUM,Standard+,79.4494,83.71,89.769,81.548,69.159,38.96,2021-06-18,['https://www.cybenetics.com/evaluations/psus/1861/'],
Lian Li,SP850,PLATINUM,Standard+,81.7403,86.12,89.825,83.594,72.506,37.16,2022-10-27,['https://www.cybenetics.com/evaluations/psus/2081/'],
Maxpower,MP-0550W-B,BRONZE,Standard++,48.9727,51.60,84.526,77.481,59.039,30.93,2024-01-08,['https://www.cybenetics.com/evaluations/psus/2320/'],
Maxpower,MP-0650W-B,SILVER,Standard++,63.6784,67.09,85.132,78.511,57.798,33.79,2024-02-20,['https://www.cybenetics.com/evaluations/psus/2362/'],
Maxpower,MP-0750W-B,SILVER,Standard+,51.4113,54.17,86.037,78.386,62.948,39.17,2023-12-29,['https://www.cybenetics.com/evaluations/psus/2315/'],
Maxpower,MP-1200W-U-G,GOLD,Standard+,69.8438,73.59,88.049,73.521,66.669,36.05,2024-04-09,['https://www.cybenetics.com/evaluations/psus/2408/'],
Micronics,Astro II PT 1300W,PLATINUM,Standard,86.8425,91.50,90.125,78.456,73.759,41.56,2023-12-04,['https://www.cybenetics.com/evaluations/psus/2301/'],
Micronics,Caslon II 600,BRONZE,Standard++,64.8466,68.32,83.952,77.080,-,34.67,2018-03-14,['https://www.cybenetics.com/evaluations/psus/322/'],
Micronics,Wizmax Platinum 1050W,TITANIUM,Standard++,87.0553,91.72,91.263,81.843,72.884,30.12,2023-07-17,['https://www.cybenetics.com/evaluations/psus/2211/'],
Micronics,Wizmax Platinum 1200W,TITANIUM,Standard++,87.9766,92.69,91.148,77.932,62.826,33.66,2023-07-14,['https://www.cybenetics.com/evaluations/psus/2210/'],
Micronics,Wizmax Titanium 1200W,TITANIUM,A+,90.3097,95.15,91.170,80.025,73.229,17.83,2024-06-10,['https://www.cybenetics.com/evaluations/psus/2469/'],
Mistel,Vision 650W,PLATINUM,A++,80.2195,84.52,90.201,80.921,61.821,6.00,2018-09-26,['https://www.cybenetics.com/evaluations/psus/484/'],
Mistel,Vision 650W (#2),PLATINUM,A++,81.5346,85.91,90.253,81.045,62.121,6.00,2018-08-08,['https://www.cybenetics.com/evaluations/psus/494/'],
Montech,Century 650W,GOLD,Standard++,79.1464,83.39,88.260,81.733,62.678,32.89,2020-07-30,['https://www.cybenetics.com/evaluations/psus/1694/'],
Montech,Century II Gold 1050 ATX3,PLATINUM,A-,88.5503,93.30,90.064,81.883,-,28.50,2025-05-10,['https://www.cybenetics.com/evaluations/psus/2812/'],
Montech,Century II Gold 1200 ATX3,PLATINUM,Standard++,88.4828,93.23,89.940,80.951,-,30.37,2025-05-08,['https://www.cybenetics.com/evaluations/psus/2808/'],
Montech,Century II Gold 850 ATX3,PLATINUM,A-,83.1568,87.61,89.800,82.622,-,26.89,2025-05-10,['https://www.cybenetics.com/evaluations/psus/2813/'],
Montech,Gamma II 750W,GOLD,Standard++,70.9612,74.77,88.503,79.770,62.587,31.11,2020-07-29,['https://www.cybenetics.com/evaluations/psus/1695/'],
Montech,Titan Gold 1000W,GOLD,Standard++,86.5683,91.21,88.950,84.128,83.377,30.93,2023-01-25,['https://www.cybenetics.com/evaluations/psus/2119/'],
Montech,Titan Gold 1200W,GOLD,Standard+,88.0753,92.80,88.882,81.782,76.922,36.60,2023-01-27,['https://www.cybenetics.com/evaluations/psus/2123/'],
Montech,Titan Gold 850W,GOLD,A,85.6334,90.22,88.852,83.178,75.641,24.29,2023-02-02,['https://www.cybenetics.com/evaluations/psus/2126/'],
Montech,Titan PLA 1000W,PLATINUM,A+,83.9929,88.50,89.923,81.559,76.321,19.96,2023-12-13,['https://www.cybenetics.com/evaluations/psus/2307/'],
Montech,Titan PLA 1000W White,PLATINUM,A+,85.1258,89.69,89.729,82.544,77.862,19.38,2024-04-25,['https://www.cybenetics.com/evaluations/psus/2427/'],
Montech,Titan PLA 1200W,PLATINUM,A-,84.1778,88.69,89.741,81.219,76.872,25.76,2023-12-11,['https://www.cybenetics.com/evaluations/psus/2304/'],
Montech,Titan PLA 1200W White,PLATINUM,A-,85.7497,90.35,89.506,82.940,80.433,27.37,2024-04-22,['https://www.cybenetics.com/evaluations/psus/2423/'],
Montech,Titan PLA 750W,PLATINUM,A+,84.6902,89.23,90.326,82.233,67.176,18.35,2023-12-21,['https://www.cybenetics.com/evaluations/psus/2311/'],
Montech,Titan PLA 750W White,PLATINUM,A+,83.6407,88.12,90.260,84.854,75.400,17.90,2024-04-29,['https://www.cybenetics.com/evaluations/psus/2430/'],
Montech,Titan PLA 850W,PLATINUM,A+,83.3462,87.81,90.076,82.957,76.024,18.31,2023-12-18,['https://www.cybenetics.com/evaluations/psus/2308/'],
Montech,Titan PLA 850W White,PLATINUM,A+,84.0971,88.61,90.115,83.579,77.110,18.22,2024-04-24,['https://www.cybenetics.com/evaluations/psus/2426/'],
MSI,MAG A1000GL PCIE5,GOLD,Standard++,85.6535,90.25,88.756,80.218,76.401,34.32,2024-04-08,['https://www.cybenetics.com/evaluations/psus/2409/'],
MSI,MAG A1000GLS PCIE5,PLATINUM,A-,85.0333,89.59,89.593,80.888,-,25.70,2025-03-07,['https://www.cybenetics.com/evaluations/psus/2805/'],
MSI,MAG A1250GL PCIE5,GOLD,Standard+,81.8502,86.24,88.032,79.114,77.932,38.89,2024-05-20,['https://www.cybenetics.com/evaluations/psus/2449/'],
MSI,MAG A650GL,GOLD,Standard+,76.0855,80.16,88.124,81.046,61.711,37.10,2024-04-19,['https://www.cybenetics.com/evaluations/psus/2422/'],
MSI,MAG A650GLS PCIE5,PLATINUM,A-,83.5859,88.07,89.932,86.312,-,26.84,2025-05-09,['https://www.cybenetics.com/evaluations/psus/2811/'],
MSI,MAG A750GL PCIE5,GOLD,Standard+,80.6116,84.93,88.709,81.124,64.826,36.13,2024-02-14,['https://www.cybenetics.com/evaluations/psus/2356/'],
MSI,MAG A750GLS PCIE5,PLATINUM,A,80.7155,85.04,89.664,85.535,-,24.46,2025-05-09,['https://www.cybenetics.com/evaluations/psus/2810/'],
MSI,MAG A850GL PCIE5,PLATINUM,Standard+,81.9017,86.29,89.044,81.912,68.015,38.49,2024-01-25,['https://www.cybenetics.com/evaluations/psus/2336/'],
MSI,MAG A850GLS PCIE5,PLATINUM,A+,83.6409,88.12,89.955,82.770,-,18.07,2025-03-08,['https://www.cybenetics.com/evaluations/psus/2806/'],
MSI,MEG Ai1000P PCIE5,PLATINUM,Standard++,85.8736,90.48,90.178,80.976,73.952,34.53,2022-07-05,['https://www.cybenetics.com/evaluations/psus/2036/'],
MSI,MEG Ai1000P PCIE5 (#2),PLATINUM,Standard++,88.3913,93.13,90.025,77.457,73.301,33.45,2022-09-22,['https://www.cybenetics.com/evaluations/psus/2067/'],
MSI,MEG Ai1300P PCIE5,PLATINUM,Standard++,86.0251,90.64,89.115,78.473,73.456,34.94,2022-06-30,['https://www.cybenetics.com/evaluations/psus/2035/'],
MSI,MEG Ai1600T PCIE5,TITANIUM,A++,92.0137,96.95,91.556,77.126,-,10.78,2025-01-07,['https://www.cybenetics.com/evaluations/psus/2700/'],
MSI,MPG A1000G,GOLD,Standard++,83.5642,88.04,88.647,73.114,50.084,32.16,2022-01-21,['https://www.cybenetics.com/evaluations/psus/1965/'],
MSI,MPG A1000G PCIE5,GOLD,Standard++,83.5972,88.08,88.627,84.175,78.753,31.60,2024-01-25,['https://www.cybenetics.com/evaluations/psus/2337/'],
MSI,MPG A1000GS PCIE5,GOLD,A,85.6995,90.29,88.460,79.413,-,20.79,2025-01-08,['https://www.cybenetics.com/evaluations/psus/2701/'],
MSI,MPG A650GF,PLATINUM,A,78.7933,83.02,89.303,82.959,62.293,24.93,2022-01-07,['https://www.cybenetics.com/evaluations/psus/1959/'],
MSI,MPG A750G,GOLD,A,81.2408,85.60,88.074,76.291,50.595,22.69,2022-02-17,['https://www.cybenetics.com/evaluations/psus/1979/'],
MSI,MPG A750GF,PLATINUM,Standard++,79.7783,84.06,89.180,81.827,66.033,32.15,2021-12-17,['https://www.cybenetics.com/evaluations/psus/1951/'],
MSI,MPG A850G,GOLD,Standard++,81.8863,86.28,88.245,76.244,57.556,31.95,2022-02-16,['https://www.cybenetics.com/evaluations/psus/1978/'],
MSI,MPG A850G PCIE5,GOLD,A-,82.9812,87.43,88.498,78.504,61.779,28.69,2024-04-05,['https://www.cybenetics.com/evaluations/psus/2404/'],
MSI,MPG A850GS PCIE5,GOLD,A++,83.6244,88.11,88.097,80.696,-,12.92,2025-01-10,['https://www.cybenetics.com/evaluations/psus/2705/'],
NEWGEN,ST-850W,PLATINUM,Standard++,79.4064,83.66,89.950,80.939,-,31.92,2025-05-16,['https://www.cybenetics.com/evaluations/psus/2817/'],
NZXT,C1000 Gold,GOLD,A,89.6719,94.48,88.708,81.402,78.193,24.94,2024-05-21,['https://www.cybenetics.com/evaluations/psus/2448/'],
NZXT,C1200 Gold,GOLD,A-,88.8789,93.64,88.108,78.859,74.614,26.58,2024-05-17,['https://www.cybenetics.com/evaluations/psus/2447/'],
NZXT,C1500 Platinum,TITANIUM,A-,92.5420,97.50,91.489,80.940,70.675,25.40,2024-05-14,['https://www.cybenetics.com/evaluations/psus/2444/'],
NZXT,C850 Gold,GOLD,A-,87.6107,92.31,88.749,82.189,77.025,25.41,2024-05-21,['https://www.cybenetics.com/evaluations/psus/2451/'],
NZXT,NP-C650M,GOLD,A,81.5557,85.93,88.572,80.663,61.251,20.86,2020-04-30,['https://www.cybenetics.com/evaluations/psus/1648/'],
NZXT,NP-C750M,GOLD,Standard++,81.5088,85.88,88.696,80.514,64.017,33.38,2020-07-16,['https://www.cybenetics.com/evaluations/psus/1685/'],
NZXT,NP-C850M,GOLD,Standard++,82.9831,87.43,88.746,80.481,65.414,30.48,2020-07-02,['https://www.cybenetics.com/evaluations/psus/1672/'],
OMEN,D23-850P1A,PLATINUM,A,83.7096,88.20,89.236,86.614,81.813,21.10,2024-10-31,['https://www.cybenetics.com/evaluations/psus/2627/'],
OMEN,PS-4102-2 (1000W),PLATINUM,A+,82.4602,86.88,89.180,86.258,81.801,16.81,2024-08-09,['https://www.cybenetics.com/evaluations/psus/2528/'],
OMEN,PS-4851-2 (850W),PLATINUM,A-,83.9493,88.45,89.028,86.459,81.141,25.24,2024-08-07,['https://www.cybenetics.com/evaluations/psus/2530/'],
PC Power & Cooling,Silencer Platinum 1050W,PLATINUM,Standard++,83.1841,87.64,90.981,81.735,71.672,30.09,2018-09-23,['https://www.cybenetics.com/evaluations/psus/480/'],
PC Power & Cooling,Silencer Platinum 1050W (#2),PLATINUM,Standard++,84.6566,89.20,90.669,81.511,70.806,30.47,2018-09-21,['https://www.cybenetics.com/evaluations/psus/481/'],
PCCooler,YN1000,PLATINUM,A-,85.4562,90.04,89.144,84.004,77.789,29.40,2023-10-31,['https://www.cybenetics.com/evaluations/psus/2281/'],
PCCooler,YN750,GOLD,A+,83.8824,88.38,88.343,81.303,72.785,19.49,2023-12-13,['https://www.cybenetics.com/evaluations/psus/2306/'],
PCCooler,YN850,GOLD,A-,84.3848,88.91,88.844,81.587,72.838,25.87,2023-11-03,['https://www.cybenetics.com/evaluations/psus/2280/'],
PCCooler,YS1000,PLATINUM,A,83.0531,87.51,89.449,80.460,74.632,24.49,2024-02-06,['https://www.cybenetics.com/evaluations/psus/2345/'],
PCCooler,YS1200,GOLD,A-,85.0036,89.56,88.866,80.366,76.820,28.46,2024-02-01,['https://www.cybenetics.com/evaluations/psus/2344/'],
PCCooler,YS850,GOLD,A,83.1476,87.61,88.828,80.645,73.271,24.67,2024-02-06,['https://www.cybenetics.com/evaluations/psus/2370/'],
PCYES,Aether 1000W,GOLD,Standard+,81.3170,85.68,88.316,73.962,65.801,36.41,2024-05-03,['https://www.cybenetics.com/evaluations/psus/2434/'],
PCYES,Aether 750W,PLATINUM,Standard++,81.6527,86.03,89.760,77.896,70.811,32.93,2024-07-04,['https://www.cybenetics.com/evaluations/psus/2498/'],
PCYES,Aether 850W,GOLD,Standard+,81.2284,85.58,89.012,82.104,69.021,37.41,2024-05-09,['https://www.cybenetics.com/evaluations/psus/2437/'],
Phanteks,AMP 550W,GOLD,A++,79.3626,83.62,88.467,81.118,59.362,14.31,2019-08-27,['https://www.cybenetics.com/evaluations/psus/798/'],
Phanteks,AMP 550W (#2),GOLD,A+,80.0716,84.36,88.149,80.327,56.057,17.62,2020-02-13,['https://www.cybenetics.com/evaluations/psus/1600/'],
Phanteks,AMP 650W,GOLD,A+,79.6574,83.93,88.686,79.533,58.493,18.74,2019-08-27,['https://www.cybenetics.com/evaluations/psus/799/'],
Phanteks,AMP 750W,GOLD,Standard++,81.0312,85.38,88.518,80.156,62.931,33.08,2019-08-29,['https://www.cybenetics.com/evaluations/psus/801/'],
Phanteks,AMP 750W (#2),GOLD,Standard++,81.5207,85.89,88.622,79.834,59.918,33.13,2020-02-11,['https://www.cybenetics.com/evaluations/psus/1596/'],
Pichau Gaming,Cluster 750W,GOLD,A-,78.9153,83.15,88.367,82.083,66.754,27.51,2024-07-08,['https://www.cybenetics.com/evaluations/psus/2500/'],
Pichau Gaming,Cluster 850W,GOLD,Standard++,79.9453,84.23,88.946,77.858,67.499,31.12,2024-07-04,['https://www.cybenetics.com/evaluations/psus/2496/'],
Pichau Gaming,Genesis 1200W,PLATINUM,Standard++,77.4926,81.65,89.143,77.431,50.976,33.14,2024-11-27,['https://www.cybenetics.com/evaluations/psus/2663/'],
Pichau Gaming,Nidus 1200W,GOLD,Standard+,85.1115,89.67,88.634,82.514,78.907,38.98,2023-05-19,['https://www.cybenetics.com/evaluations/psus/2179/'],
Pichau Gaming,Nidus 500W,BRONZE,A,55.1521,58.11,84.481,78.932,57.859,20.94,2019-01-25,['https://www.cybenetics.com/evaluations/psus/612/'],
Pichau Gaming,Nidus 500W (#2),BRONZE,A,63.9819,67.41,84.591,79.278,58.843,22.35,2019-01-27,['https://www.cybenetics.com/evaluations/psus/613/'],
Pichau Gaming,Nidus 500W (#3),BRONZE,A-,64.4733,67.93,84.526,79.835,61.503,28.67,2019-11-20,['https://www.cybenetics.com/evaluations/psus/888/'],
Pichau Gaming,Nidus 850,GOLD,Standard++,82.8788,87.32,88.836,83.426,75.512,30.50,2024-03-27,['https://www.cybenetics.com/evaluations/psus/2398/'],
Pichau Gaming,Stardust 650W,BRONZE,Standard++,74.2275,78.21,84.619,77.864,62.874,34.76,2024-07-16,['https://www.cybenetics.com/evaluations/psus/2509/'],
Pichau Gaming,Stardust 750W,BRONZE,Standard+,70.1075,73.87,84.343,78.187,65.535,35.78,2024-07-11,['https://www.cybenetics.com/evaluations/psus/2504/'],
PowerSpec,Super Power 850W,GOLD,A-,74.9334,78.95,88.887,74.750,-,29.45,2018-10-01,['https://www.cybenetics.com/evaluations/psus/374/'],
PowerSpec,Super Power 850W (#2),GOLD,A-,74.6745,78.68,88.901,75.195,-,29.23,2018-11-03,['https://www.cybenetics.com/evaluations/psus/376/'],
Raijintek,Ampere 1200W,PLATINUM,Standard++,80.3276,84.63,89.645,83.586,69.955,31.85,2024-01-17,['https://www.cybenetics.com/evaluations/psus/2329/'],
Raijintek,Cratos 1200W,PLATINUM,A-,83.3168,87.78,89.050,78.926,70.570,29.12,2023-09-15,['https://www.cybenetics.com/evaluations/psus/2238/'],
Raijintek,Ermis 450B,BRONZE,Standard++,65.6490,69.17,83.773,75.386,49.523,31.01,2021-12-28,['https://www.cybenetics.com/evaluations/psus/1955/'],
Raijintek,Ermis 550B,SILVER,A-,62.0689,65.40,85.313,77.865,55.772,29.57,2021-12-15,['https://www.cybenetics.com/evaluations/psus/1950/'],
Riotoro,Builder Edition 1200W,PLATINUM,Standard+,82.7437,87.18,89.266,77.784,69.231,35.89,2018-09-16,['https://www.cybenetics.com/evaluations/psus/477/'],
Riotoro,Enigma 850W,GOLD,A-,86.2551,90.88,88.628,79.116,76.044,27.78,2017-12-30,['https://www.cybenetics.com/evaluations/psus/51/'],
Riotoro,Onyx 650W,BRONZE,Standard+,65.9592,69.50,86.466,78.498,-,35.39,2018-06-02,['https://www.cybenetics.com/evaluations/psus/119/'],
Rosewill,Photon 1200W,GOLD,Standard,65.6827,69.20,88.424,71.060,-,40.68,2018-05-27,['https://www.cybenetics.com/evaluations/psus/391/'],
Rosewill,Tokamak 1200W,TITANIUM,Standard+,74.1018,78.07,91.690,77.520,-,38.29,2018-07-09,['https://www.cybenetics.com/evaluations/psus/140/'],
Rosewill,Tokamak 1500W,TITANIUM,Standard,74.7427,78.75,91.386,77.750,-,40.99,2018-07-11,['https://www.cybenetics.com/evaluations/psus/139/'],
Salcomp,ATX 1600W,TITANIUM,Standard,93.4190,98.43,91.718,76.100,71.941,41.47,2023-12-08,['https://www.cybenetics.com/evaluations/psus/2275/'],
SAMA,Forza Titanium 800W,SILVER,Standard++,68.2249,71.88,91.349,85.972,-,32.87,2018-06-11,['https://www.cybenetics.com/evaluations/psus/124/'],
SAMA,GT650W,GOLD,Standard++,77.4780,81.63,88.531,81.650,64.681,33.94,2024-09-16,['https://www.cybenetics.com/evaluations/psus/2570/'],
SeaSonic,Core GM-650,GOLD,A,76.8623,80.98,88.384,80.514,61.224,20.99,2021-05-07,['https://www.cybenetics.com/evaluations/psus/1838/'],
Seasonic,Core GX-500,GOLD,A-,75.2919,79.33,88.208,82.460,62.313,26.57,2021-05-05,['https://www.cybenetics.com/evaluations/psus/1839/'],
Seasonic,Core GX-750 ATX3,PLATINUM,A-,79.2755,83.53,89.208,81.576,-,29.84,2025-02-26,['https://www.cybenetics.com/evaluations/psus/2753/'],
Seasonic,Core GX-850 ATX3 (#2),PLATINUM,A-,80.6107,84.93,89.073,81.106,-,28.17,2025-02-20,['https://www.cybenetics.com/evaluations/psus/2750/'],
Seasonic,Focus GX-1000 (ATX v3.0),GOLD,A-,83.2605,87.72,88.916,79.869,72.451,29.47,2023-09-18,['https://www.cybenetics.com/evaluations/psus/2239/'],
Seasonic,Focus GX-1000 (ATX v3.1),GOLD,A-,81.3395,85.70,88.288,78.130,71.053,28.24,2024-09-12,['https://www.cybenetics.com/evaluations/psus/2568/'],
Seasonic,Focus GX-750 (ATX v3.0),GOLD,A-,84.5803,89.11,88.829,81.117,65.836,28.34,2024-01-20,['https://www.cybenetics.com/evaluations/psus/2333/'],
Seasonic,Focus GX-750 (ATX v3.1),GOLD,A-,81.0598,85.41,88.732,80.754,71.463,27.81,2024-09-24,['https://www.cybenetics.com/evaluations/psus/2579/'],
Seasonic,Focus GX-750 ATX3 (ATX v3.1),PLATINUM,A-,83.0066,87.46,89.065,81.633,-,29.33,2025-02-19,['https://www.cybenetics.com/evaluations/psus/2749/'],
Seasonic,Focus GX-850 (ATX v3.0),GOLD,Standard++,84.2740,88.79,88.845,80.465,71.808,30.73,2024-01-17,['https://www.cybenetics.com/evaluations/psus/2331/'],
Seasonic,Focus GX-850 (ATX v3.1),PLATINUM,A-,83.5177,88.00,89.034,80.025,71.385,28.44,2024-09-19,['https://www.cybenetics.com/evaluations/psus/2573/'],
SeaSonic,Focus Plus Gold 550W,GOLD,A,79.9052,84.19,88.048,80.966,-,23.19,2018-06-25,['https://www.cybenetics.com/evaluations/psus/133/'],
Seasonic,Focus Plus Gold 550W (#2),GOLD,A,78.7808,83.00,87.975,81.195,-,24.12,2018-08-26,['https://www.cybenetics.com/evaluations/psus/167/'],
SeaSonic,Focus Plus Gold 650W,GOLD,A-,79.0799,83.32,87.957,78.867,-,26.34,2018-06-25,['https://www.cybenetics.com/evaluations/psus/132/'],
SeaSonic,Focus Plus Gold 650W (#2),GOLD,A-,78.4699,82.68,87.867,79.532,-,27.87,2018-08-22,['https://www.cybenetics.com/evaluations/psus/166/'],
SeaSonic,Focus Plus Gold 650W (#3),GOLD,A-,79.8774,84.16,88.653,79.771,-,25.17,2018-06-10,['https://www.cybenetics.com/evaluations/psus/236/'],
Seasonic,Focus Plus Gold 750W,GOLD,Standard++,81.4085,85.77,88.508,78.809,-,30.59,2018-06-25,['https://www.cybenetics.com/evaluations/psus/131/'],
Seasonic,Focus Plus Gold 750W (#2),GOLD,Standard++,80.6367,84.96,88.261,79.427,-,34.75,2018-08-21,['https://www.cybenetics.com/evaluations/psus/165/'],
Seasonic,Focus Plus Gold 850W (#2),PLATINUM,Standard+,83.9161,88.41,89.428,79.934,-,35.68,2018-05-27,['https://www.cybenetics.com/evaluations/psus/394/'],
Seasonic,Focus Plus Platinum 550W,PLATINUM,A++,82.0804,86.48,90.023,81.588,-,14.83,2018-12-11,['https://www.cybenetics.com/evaluations/psus/245/'],
Seasonic,Focus Plus Platinum 650W,PLATINUM,A-,83.3850,87.86,90.168,81.494,-,25.35,2018-11-09,['https://www.cybenetics.com/evaluations/psus/241/'],
Seasonic,Focus Plus Platinum 750W,PLATINUM,A+,84.7753,89.32,90.132,81.227,-,19.40,2018-08-10,['https://www.cybenetics.com/evaluations/psus/238/'],
Seasonic,Focus Plus Platinum 850W,PLATINUM,A-,85.5602,90.15,90.404,80.819,-,27.27,2018-11-25,['https://www.cybenetics.com/evaluations/psus/226/'],
SeaSonic,Focus SGX 500W,GOLD,Standard++,80.1890,84.49,88.907,82.340,60.452,31.11,2019-02-22,['https://www.cybenetics.com/evaluations/psus/641/'],
SeaSonic,Focus SGX 650W,GOLD,Standard+,80.1942,84.49,88.541,81.150,64.200,36.91,2019-02-22,['https://www.cybenetics.com/evaluations/psus/643/'],
SeaSonic,Focus SGX-500W (#2),GOLD,A-,79.9016,84.19,88.959,83.110,63.323,25.45,2021-04-26,['https://www.cybenetics.com/evaluations/psus/1840/'],
SeaSonic,Prime Connect 750W,GOLD,Standard+,83.3849,87.86,88.396,79.812,61.248,35.75,2020-03-11,['https://www.cybenetics.com/evaluations/psus/1620/'],
Seasonic,Prime Fanless TX-700,TITANIUM,A++,79.0628,83.30,91.629,85.777,71.651,6.00,2021-07-16,['https://www.cybenetics.com/evaluations/psus/1872/'],
Seasonic,Prime Fanless TX-700 (#2),TITANIUM,A++,84.1071,88.62,91.974,85.475,72.508,6.00,2021-10-27,['https://www.cybenetics.com/evaluations/psus/1926/'],
SeaSonic,Prime Gold 1000W,PLATINUM,Standard,84.3074,88.83,90.238,83.257,-,43.91,2018-01-10,['https://www.cybenetics.com/evaluations/psus/74/'],
SeaSonic,Prime Gold 1200W,PLATINUM,,83.6522,88.14,89.346,77.509,-,47.53,2018-01-20,['https://www.cybenetics.com/evaluations/psus/75/'],
SeaSonic,Prime Gold 650W,PLATINUM,Standard++,81.1182,85.47,89.647,81.424,-,32.74,2018-01-10,['https://www.cybenetics.com/evaluations/psus/71/'],
SeaSonic,Prime Gold 750W,PLATINUM,Standard++,82.1047,86.51,89.878,81.802,-,33.64,2018-01-12,['https://www.cybenetics.com/evaluations/psus/72/'],
SeaSonic,Prime Gold 850W,PLATINUM,Standard,82.5282,86.95,89.650,80.581,-,43.25,2018-01-10,['https://www.cybenetics.com/evaluations/psus/73/'],
SeaSonic,Prime Gold Ultra 1000W,PLATINUM,Standard+,87.0533,91.72,90.174,81.858,-,35.25,2018-11-25,['https://www.cybenetics.com/evaluations/psus/227/'],
